0,1
Datasets\IAM_Words\words\b04\b04-107\b04-107-01-02.png,!
Datasets\IAM_Words\words\a05\a05-099\a05-099-02-10.png,S.
Datasets\IAM_Words\words\c06\c06-100\c06-100-06-11.png,bad
Datasets\IAM_Words\words\d01\d01-085\d01-085-02-09.png,roll
Datasets\IAM_Words\words\b01\b01-018\b01-018-06-02.png,.
Datasets\IAM_Words\words\d06\d06-056\d06-056-01-07.png,friends
Datasets\IAM_Words\words\d07\d07-082\d07-082-02-02.png,are
Datasets\IAM_Words\words\c02\c02-000\c02-000-02-02.png,was
Datasets\IAM_Words\words\d07\d07-096\d07-096-08-00.png,whether
Datasets\IAM_Words\words\a04\a04-072\a04-072-07-05.png,grasped
Datasets\IAM_Words\words\b04\b04-116\b04-116-00-00.png,And
Datasets\IAM_Words\words\a06\a06-000\a06-000-05-05.png,that
Datasets\IAM_Words\words\e04\e04-119\e04-119-03-09.png,the
Datasets\IAM_Words\words\b04\b04-195\b04-195-00-01.png,could
Datasets\IAM_Words\words\b06\b06-008\b06-008-02-03.png,Mr.
Datasets\IAM_Words\words\e04\e04-038\e04-038-04-06.png,.
Datasets\IAM_Words\words\c03\c03-081d\c03-081d-02-03.png,we
Datasets\IAM_Words\words\e01\e01-107\e01-107-01-04.png,To
Datasets\IAM_Words\words\a01\a01-043u\a01-043u-05-06.png,Mr.
Datasets\IAM_Words\words\d04\d04-121\d04-121-05-08.png,who
Datasets\IAM_Words\words\e06\e06-006\e06-006-05-08.png,of
Datasets\IAM_Words\words\c04\c04-116\c04-116-01-16.png,other
Datasets\IAM_Words\words\d04\d04-005\d04-005-03-08.png,","
Datasets\IAM_Words\words\e04\e04-038\e04-038-00-02.png,lead-based
Datasets\IAM_Words\words\c03\c03-084d\c03-084d-01-05.png,to
Datasets\IAM_Words\words\b06\b06-042\b06-042-00-01.png,policy
Datasets\IAM_Words\words\b01\b01-122\b01-122-06-06.png,","
Datasets\IAM_Words\words\c06\c06-116\c06-116-10-00.png,Michelangelo
Datasets\IAM_Words\words\d07\d07-085\d07-085-03-02.png,the
Datasets\IAM_Words\words\c06\c06-103\c06-103-03-04.png,a
Datasets\IAM_Words\words\c03\c03-003f\c03-003f-08-00.png,but
Datasets\IAM_Words\words\a02\a02-072\a02-072-02-06.png,in
Datasets\IAM_Words\words\d04\d04-016\d04-016-03-01.png,against
Datasets\IAM_Words\words\a01\a01-000u\a01-000u-02-08.png,Labour
Datasets\IAM_Words\words\b03\b03-087\b03-087-03-09.png,gaps
Datasets\IAM_Words\words\e02\e02-086\e02-086-02-09.png,It
Datasets\IAM_Words\words\b04\b04-020\b04-020-02-08.png,a
Datasets\IAM_Words\words\d06\d06-104\d06-104-00-05.png,course
Datasets\IAM_Words\words\c02\c02-059\c02-059-01-01.png,being
Datasets\IAM_Words\words\e04\e04-015\e04-015-05-08.png,4
Datasets\IAM_Words\words\e01\e01-107\e01-107-05-02.png,given
Datasets\IAM_Words\words\e07\e07-072\e07-072-00-04.png,of
Datasets\IAM_Words\words\a03\a03-040\a03-040-00-04.png,strongholds
Datasets\IAM_Words\words\d07\d07-100\d07-100-03-05.png,this
Datasets\IAM_Words\words\c02\c02-030\c02-030-04-10.png,","
Datasets\IAM_Words\words\b04\b04-134\b04-134-02-05.png,the
Datasets\IAM_Words\words\e04\e04-127\e04-127-00-00.png,I
Datasets\IAM_Words\words\a01\a01-117u\a01-117u-02-07.png,as
Datasets\IAM_Words\words\c04\c04-017\c04-017-01-05.png,.
Datasets\IAM_Words\words\b04\b04-075\b04-075-04-02.png,James's
Datasets\IAM_Words\words\d04\d04-047\d04-047-06-01.png,God
Datasets\IAM_Words\words\a01\a01-068u\a01-068u-04-04.png,paying
Datasets\IAM_Words\words\b06\b06-049\b06-049-02-01.png,alternatives
Datasets\IAM_Words\words\a05\a05-084\a05-084-01-05.png,procedure
Datasets\IAM_Words\words\a05\a05-048\a05-048-06-06.png,Commons
Datasets\IAM_Words\words\e01\e01-029\e01-029-00-08.png,design
Datasets\IAM_Words\words\a01\a01-122u\a01-122u-07-05.png,maintained
Datasets\IAM_Words\words\d06\d06-063\d06-063-06-03.png,the
Datasets\IAM_Words\words\d06\d06-113\d06-113-00-02.png,","
Datasets\IAM_Words\words\a06\a06-051\a06-051-07-07.png,Macmillan
Datasets\IAM_Words\words\e02\e02-082\e02-082-06-03.png,from
Datasets\IAM_Words\words\e04\e04-114\e04-114-02-05.png,cleaned
Datasets\IAM_Words\words\c03\c03-021c\c03-021c-03-08.png,to
Datasets\IAM_Words\words\e06\e06-033\e06-033-07-05.png,great
Datasets\IAM_Words\words\c03\c03-087e\c03-087e-05-07.png,say
Datasets\IAM_Words\words\c03\c03-087a\c03-087a-06-01.png,if
Datasets\IAM_Words\words\b03\b03-025\b03-025-04-03.png,an
Datasets\IAM_Words\words\a02\a02-012\a02-012-07-01.png,at
Datasets\IAM_Words\words\e02\e02-082\e02-082-02-07.png,but
Datasets\IAM_Words\words\b01\b01-113\b01-113-07-02.png,primitive
Datasets\IAM_Words\words\c02\c02-017\c02-017-01-07.png,story
Datasets\IAM_Words\words\a05\a05-022\a05-022-07-05.png,other
Datasets\IAM_Words\words\c04\c04-098\c04-098-02-02.png,about
Datasets\IAM_Words\words\a06\a06-100\a06-100-06-00.png,much
Datasets\IAM_Words\words\a01\a01-030u\a01-030u-01-06.png,week-end
Datasets\IAM_Words\words\a01\a01-058\a01-058-00-06.png,tough
Datasets\IAM_Words\words\c03\c03-003d\c03-003d-08-06.png,.
Datasets\IAM_Words\words\c03\c03-084a\c03-084a-07-00.png,power
Datasets\IAM_Words\words\b06\b06-100\b06-100-08-00.png,next
Datasets\IAM_Words\words\a02\a02-057\a02-057-02-02.png,on
Datasets\IAM_Words\words\a03\a03-023\a03-023-06-03.png,be
Datasets\IAM_Words\words\d07\d07-089\d07-089-03-01.png,the
Datasets\IAM_Words\words\c02\c02-078\c02-078-02-01.png,all
Datasets\IAM_Words\words\a01\a01-053\a01-053-03-04.png,letter
Datasets\IAM_Words\words\e04\e04-127\e04-127-05-04.png,shapes
Datasets\IAM_Words\words\c03\c03-087e\c03-087e-03-05.png,and
Datasets\IAM_Words\words\c01\c01-066\c01-066-01-03.png,was
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-03-03.png,""""
Datasets\IAM_Words\words\b06\b06-079\b06-079-07-05.png,on
Datasets\IAM_Words\words\e06\e06-033\e06-033-09-07.png,fishery
Datasets\IAM_Words\words\a01\a01-003x\a01-003x-07-02.png,should
Datasets\IAM_Words\words\e06\e06-037\e06-037-05-06.png,the
Datasets\IAM_Words\words\d06\d06-072\d06-072-04-02.png,It
Datasets\IAM_Words\words\e06\e06-053\e06-053-02-00.png,happen
Datasets\IAM_Words\words\a06\a06-051\a06-051-05-01.png,later
Datasets\IAM_Words\words\c06\c06-128\c06-128-03-05.png,.
Datasets\IAM_Words\words\a06\a06-008\a06-008-05-06.png,.
Datasets\IAM_Words\words\c06\c06-058\c06-058-02-02.png,porter
Datasets\IAM_Words\words\a06\a06-090\a06-090-06-01.png,created
Datasets\IAM_Words\words\c04\c04-139\c04-139-06-01.png,Rhodesia
Datasets\IAM_Words\words\a01\a01-026x\a01-026x-07-06.png,Minister
Datasets\IAM_Words\words\e04\e04-119\e04-119-01-05.png,are
Datasets\IAM_Words\words\c04\c04-056\c04-056-05-00.png,speed
Datasets\IAM_Words\words\a01\a01-020\a01-020-04-06.png,the
Datasets\IAM_Words\words\b06\b06-042\b06-042-04-03.png,in
Datasets\IAM_Words\words\a04\a04-081\a04-081-08-03.png,in
Datasets\IAM_Words\words\d04\d04-058\d04-058-00-03.png,Mammon
Datasets\IAM_Words\words\b06\b06-056\b06-056-09-07.png,the
Datasets\IAM_Words\words\b04\b04-187\b04-187-03-06.png,people
Datasets\IAM_Words\words\b05\b05-017\b05-017-00-01.png,'s
Datasets\IAM_Words\words\d06\d06-072\d06-072-06-05.png,in
Datasets\IAM_Words\words\d04\d04-050\d04-050-03-04.png,then
Datasets\IAM_Words\words\a04\a04-043\a04-043-06-04.png,Nato
Datasets\IAM_Words\words\d04\d04-111\d04-111-02-07.png,Saud
Datasets\IAM_Words\words\a05\a05-025\a05-025-05-02.png,C.I.G.S.
Datasets\IAM_Words\words\b06\b06-053\b06-053-03-02.png,for
Datasets\IAM_Words\words\c01\c01-009\c01-009-06-05.png,.
Datasets\IAM_Words\words\a01\a01-107u\a01-107u-05-04.png,Interrupted
Datasets\IAM_Words\words\c06\c06-047\c06-047-03-06.png,.
Datasets\IAM_Words\words\d07\d07-089\d07-089-04-04.png,The
Datasets\IAM_Words\words\a04\a04-096\a04-096-05-04.png,""""
Datasets\IAM_Words\words\d04\d04-032\d04-032-01-06.png,","
Datasets\IAM_Words\words\a01\a01-068u\a01-068u-08-06.png,American
Datasets\IAM_Words\words\c02\c02-059\c02-059-05-07.png,particularly
Datasets\IAM_Words\words\a01\a01-082u\a01-082u-06-03.png,to
Datasets\IAM_Words\words\a03\a03-050\a03-050-04-04.png,now
Datasets\IAM_Words\words\a01\a01-096u\a01-096u-00-05.png,and
Datasets\IAM_Words\words\b04\b04-140\b04-140-03-00.png,Russia
Datasets\IAM_Words\words\d01\d01-016\d01-016-02-11.png,which
Datasets\IAM_Words\words\e06\e06-003\e06-003-10-02.png,spawn
Datasets\IAM_Words\words\a06\a06-020\a06-020-02-04.png,official
Datasets\IAM_Words\words\a06\a06-152\a06-152-01-02.png,the
Datasets\IAM_Words\words\a01\a01-030u\a01-030u-01-05.png,the
Datasets\IAM_Words\words\b06\b06-087\b06-087-08-06.png,other
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-00-04.png,a
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-08-04.png,be
Datasets\IAM_Words\words\a03\a03-054\a03-054-04-00.png,days
Datasets\IAM_Words\words\e02\e02-014\e02-014-01-10.png,tapers
Datasets\IAM_Words\words\a02\a02-032\a02-032-02-07.png,now
Datasets\IAM_Words\words\b04\b04-004\b04-004-02-06.png,every
Datasets\IAM_Words\words\a06\a06-147\a06-147-04-01.png,a
Datasets\IAM_Words\words\d04\d04-086\d04-086-00-01.png,the
Datasets\IAM_Words\words\a01\a01-049\a01-049-08-00.png,Robertson
Datasets\IAM_Words\words\d04\d04-089\d04-089-02-07.png,willing
Datasets\IAM_Words\words\b06\b06-036\b06-036-03-06.png,in
Datasets\IAM_Words\words\a01\a01-053u\a01-053u-05-06.png,believed
Datasets\IAM_Words\words\d05\d05-030\d05-030-03-06.png,the
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-00-05.png,is
Datasets\IAM_Words\words\a05\a05-121\a05-121-06-03.png,for
Datasets\IAM_Words\words\b04\b04-000\b04-000-05-02.png,insulted
Datasets\IAM_Words\words\d04\d04-021\d04-021-03-07.png,the
Datasets\IAM_Words\words\a05\a05-022\a05-022-00-02.png,thought
Datasets\IAM_Words\words\a02\a02-102\a02-102-02-04.png,","
Datasets\IAM_Words\words\e02\e02-117\e02-117-02-05.png,some
Datasets\IAM_Words\words\e01\e01-014\e01-014-04-02.png,lady
Datasets\IAM_Words\words\d07\d07-089\d07-089-09-01.png,and
Datasets\IAM_Words\words\b06\b06-032\b06-032-03-07.png,They
Datasets\IAM_Words\words\a05\a05-116\a05-116-03-01.png,a
Datasets\IAM_Words\words\c03\c03-087c\c03-087c-05-00.png,or
Datasets\IAM_Words\words\b06\b06-087\b06-087-02-00.png,was
Datasets\IAM_Words\words\a06\a06-119\a06-119-08-05.png,side
Datasets\IAM_Words\words\c03\c03-084a\c03-084a-03-10.png,the
Datasets\IAM_Words\words\d05\d05-025\d05-025-08-04.png,the
Datasets\IAM_Words\words\e06\e06-041\e06-041-09-00.png,being
Datasets\IAM_Words\words\a02\a02-008\a02-008-01-06.png,wish
Datasets\IAM_Words\words\a02\a02-000\a02-000-06-02.png,a
Datasets\IAM_Words\words\d04\d04-066\d04-066-00-00.png,And
Datasets\IAM_Words\words\b04\b04-107\b04-107-00-03.png,must
Datasets\IAM_Words\words\a05\a05-116\a05-116-02-06.png,way
Datasets\IAM_Words\words\b03\b03-104\b03-104-07-09.png,is
Datasets\IAM_Words\words\c01\c01-066\c01-066-09-00.png,leaves
Datasets\IAM_Words\words\d04\d04-008\d04-008-03-05.png,are
Datasets\IAM_Words\words\d06\d06-104\d06-104-04-03.png,six
Datasets\IAM_Words\words\a02\a02-116\a02-116-08-02.png,a
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-08-03.png,administration
Datasets\IAM_Words\words\e06\e06-026\e06-026-05-00.png,longshore
Datasets\IAM_Words\words\a03\a03-011\a03-011-03-03.png,to
Datasets\IAM_Words\words\c03\c03-000d\c03-000d-04-02.png,also
Datasets\IAM_Words\words\c03\c03-021c\c03-021c-01-00.png,old
Datasets\IAM_Words\words\a01\a01-128\a01-128-08-03.png,20
Datasets\IAM_Words\words\e04\e04-004\e04-004-01-02.png,shown
Datasets\IAM_Words\words\e01\e01-102\e01-102-07-00.png,crochet
Datasets\IAM_Words\words\c03\c03-081c\c03-081c-00-06.png,a
Datasets\IAM_Words\words\c03\c03-084d\c03-084d-02-02.png,Betti's
Datasets\IAM_Words\words\a05\a05-104\a05-104-05-04.png,Algeria
Datasets\IAM_Words\words\c06\c06-095\c06-095-00-00.png,""""
Datasets\IAM_Words\words\e07\e07-007\e07-007-00-06.png,the
Datasets\IAM_Words\words\d04\d04-101\d04-101-00-04.png,","
Datasets\IAM_Words\words\a01\a01-077\a01-077-02-01.png,.
Datasets\IAM_Words\words\a01\a01-063\a01-063-04-02.png,German
Datasets\IAM_Words\words\a04\a04-006\a04-006-01-08.png,Common
Datasets\IAM_Words\words\c03\c03-000d\c03-000d-01-05.png,opens
Datasets\IAM_Words\words\d05\d05-013\d05-013-02-06.png,.
Datasets\IAM_Words\words\a06\a06-064\a06-064-01-08.png,.
Datasets\IAM_Words\words\d06\d06-086\d06-086-01-02.png,made
Datasets\IAM_Words\words\d07\d07-102\d07-102-06-00.png,on
Datasets\IAM_Words\words\c03\c03-096b\c03-096b-05-04.png,asking
Datasets\IAM_Words\words\d06\d06-000\d06-000-04-04.png,face
Datasets\IAM_Words\words\c03\c03-096f\c03-096f-08-02.png,tradition
Datasets\IAM_Words\words\c03\c03-096d\c03-096d-06-03.png,that
Datasets\IAM_Words\words\c04\c04-035\c04-035-07-01.png,familiar
Datasets\IAM_Words\words\e06\e06-021\e06-021-04-01.png,robin
Datasets\IAM_Words\words\d06\d06-107\d06-107-06-00.png,To
Datasets\IAM_Words\words\e06\e06-049\e06-049-00-04.png,what
Datasets\IAM_Words\words\a01\a01-053u\a01-053u-07-00.png,in
Datasets\IAM_Words\words\a04\a04-027\a04-027-00-01.png,Nato
Datasets\IAM_Words\words\e06\e06-010\e06-010-06-00.png,gravelly
Datasets\IAM_Words\words\c03\c03-081f\c03-081f-02-04.png,would
Datasets\IAM_Words\words\b04\b04-187\b04-187-03-05.png,what
Datasets\IAM_Words\words\e06\e06-033\e06-033-09-03.png,of
Datasets\IAM_Words\words\e02\e02-018\e02-018-02-07.png,is
Datasets\IAM_Words\words\e04\e04-132\e04-132-03-01.png,panel
Datasets\IAM_Words\words\b01\b01-073\b01-073-05-03.png,Sudan's
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-10-07.png,""""
Datasets\IAM_Words\words\a01\a01-117\a01-117-03-01.png,had
Datasets\IAM_Words\words\a05\a05-029\a05-029-04-00.png,felt
Datasets\IAM_Words\words\c02\c02-059\c02-059-10-03.png,the
Datasets\IAM_Words\words\b04\b04-116\b04-116-05-07.png,to
Datasets\IAM_Words\words\a06\a06-051\a06-051-01-00.png,all
Datasets\IAM_Words\words\a02\a02-032\a02-032-00-01.png,in
Datasets\IAM_Words\words\a02\a02-024\a02-024-05-03.png,morning
Datasets\IAM_Words\words\b06\b06-053\b06-053-03-01.png,support
Datasets\IAM_Words\words\d03\d03-112\d03-112-05-00.png,paradise
Datasets\IAM_Words\words\b04\b04-162\b04-162-02-02.png,have
Datasets\IAM_Words\words\a01\a01-049\a01-049-04-06.png,is
Datasets\IAM_Words\words\a01\a01-026x\a01-026x-09-04.png,talks
Datasets\IAM_Words\words\c06\c06-080\c06-080-04-04.png,Hollywood-
Datasets\IAM_Words\words\b01\b01-044\b01-044-06-03.png,drained
Datasets\IAM_Words\words\d06\d06-100\d06-100-06-04.png,a
Datasets\IAM_Words\words\d04\d04-053\d04-053-10-02.png,.
Datasets\IAM_Words\words\c02\c02-012\c02-012-00-02.png,detail
Datasets\IAM_Words\words\c03\c03-081e\c03-081e-07-02.png,Landen
Datasets\IAM_Words\words\c03\c03-016b\c03-016b-09-01.png,child
Datasets\IAM_Words\words\a01\a01-087u\a01-087u-04-01.png,statement
Datasets\IAM_Words\words\c03\c03-000a\c03-000a-04-06.png,script
Datasets\IAM_Words\words\a03\a03-066\a03-066-02-02.png,that
Datasets\IAM_Words\words\a02\a02-027\a02-027-00-04.png,hit
Datasets\IAM_Words\words\c04\c04-150\c04-150-00-09.png,.
Datasets\IAM_Words\words\c03\c03-000b\c03-000b-05-04.png,this
Datasets\IAM_Words\words\a01\a01-132\a01-132-03-00.png,The
Datasets\IAM_Words\words\c03\c03-003c\c03-003c-02-08.png,of
Datasets\IAM_Words\words\c06\c06-052\c06-052-01-13.png,Yet
Datasets\IAM_Words\words\a03\a03-050\a03-050-02-00.png,still
Datasets\IAM_Words\words\a04\a04-027\a04-027-01-06.png,outcome
Datasets\IAM_Words\words\a04\a04-039\a04-039-03-05.png,nations
Datasets\IAM_Words\words\a01\a01-038\a01-038-09-08.png,gross
Datasets\IAM_Words\words\a01\a01-020u\a01-020u-00-04.png,with
Datasets\IAM_Words\words\a02\a02-012\a02-012-09-02.png,by
Datasets\IAM_Words\words\c03\c03-003f\c03-003f-05-01.png,bring
Datasets\IAM_Words\words\e01\e01-022\e01-022-03-02.png,","
Datasets\IAM_Words\words\a01\a01-132u\a01-132u-00-00.png,""""
Datasets\IAM_Words\words\a02\a02-046\a02-046-02-00.png,drove
Datasets\IAM_Words\words\e04\e04-011\e04-011-08-01.png,feeding
Datasets\IAM_Words\words\a01\a01-117\a01-117-06-05.png,the
Datasets\IAM_Words\words\a01\a01-011\a01-011-02-00.png,National
Datasets\IAM_Words\words\d04\d04-075\d04-075-09-06.png,succeeded
Datasets\IAM_Words\words\e02\e02-082\e02-082-03-01.png,deal
Datasets\IAM_Words\words\a02\a02-032\a02-032-01-04.png,.
Datasets\IAM_Words\words\b05\b05-074\b05-074-08-04.png,interests
Datasets\IAM_Words\words\c04\c04-170\c04-170-01-03.png,was
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-07-04.png,their
Datasets\IAM_Words\words\c03\c03-084d\c03-084d-00-03.png,production
Datasets\IAM_Words\words\b01\b01-089\b01-089-05-05.png,ships
Datasets\IAM_Words\words\a01\a01-014\a01-014-01-03.png,on
Datasets\IAM_Words\words\d04\d04-131\d04-131-01-06.png,will
Datasets\IAM_Words\words\b01\b01-038\b01-038-09-01.png,Germans
Datasets\IAM_Words\words\c04\c04-128\c04-128-04-01.png,contest
Datasets\IAM_Words\words\c06\c06-095\c06-095-04-04.png,man
Datasets\IAM_Words\words\e06\e06-003\e06-003-10-01.png,herring
Datasets\IAM_Words\words\a04\a04-015\a04-015-07-07.png,""""
Datasets\IAM_Words\words\c04\c04-004\c04-004-06-04.png,before
Datasets\IAM_Words\words\e06\e06-037\e06-037-01-00.png,has
Datasets\IAM_Words\words\e06\e06-010\e06-010-03-03.png,water
Datasets\IAM_Words\words\d03\d03-112\d03-112-02-06.png,","
Datasets\IAM_Words\words\b06\b06-045\b06-045-06-01.png,#
Datasets\IAM_Words\words\a02\a02-017\a02-017-02-06.png,Mr.
Datasets\IAM_Words\words\a02\a02-037\a02-037-02-02.png,Krobo
Datasets\IAM_Words\words\b04\b04-089\b04-089-04-05.png,prices
Datasets\IAM_Words\words\c04\c04-000\c04-000-00-04.png,","
Datasets\IAM_Words\words\e02\e02-086\e02-086-01-09.png,.
Datasets\IAM_Words\words\e01\e01-119\e01-119-00-07.png,under
Datasets\IAM_Words\words\b01\b01-084\b01-084-03-09.png,ground
Datasets\IAM_Words\words\a04\a04-103\a04-103-00-04.png,that
Datasets\IAM_Words\words\a06\a06-051\a06-051-01-02.png,of
Datasets\IAM_Words\words\c06\c06-076\c06-076-09-00.png,is
Datasets\IAM_Words\words\b04\b04-195\b04-195-06-06.png,.
Datasets\IAM_Words\words\d04\d04-081\d04-081-05-06.png,hear
Datasets\IAM_Words\words\b06\b06-110\b06-110-00-06.png,he
Datasets\IAM_Words\words\c06\c06-039\c06-039-00-03.png,he
Datasets\IAM_Words\words\b01\b01-062\b01-062-04-05.png,is
Datasets\IAM_Words\words\a03\a03-034\a03-034-04-00.png,a
Datasets\IAM_Words\words\a02\a02-046\a02-046-07-04.png,had
Datasets\IAM_Words\words\a03\a03-011\a03-011-05-06.png,nations
Datasets\IAM_Words\words\a03\a03-009\a03-009-06-07.png,also
Datasets\IAM_Words\words\c03\c03-081f\c03-081f-03-06.png,she
Datasets\IAM_Words\words\a06\a06-095\a06-095-08-09.png,an
Datasets\IAM_Words\words\b03\b03-098\b03-098-00-02.png,and
Datasets\IAM_Words\words\e01\e01-032\e01-032-06-04.png,can
Datasets\IAM_Words\words\b06\b06-090\b06-090-03-04.png,British
Datasets\IAM_Words\words\a01\a01-072x\a01-072x-07-02.png,.
Datasets\IAM_Words\words\c06\c06-100\c06-100-04-08.png,incidentally
Datasets\IAM_Words\words\c04\c04-061\c04-061-01-04.png,the
Datasets\IAM_Words\words\a05\a05-029\a05-029-00-01.png,Francis
Datasets\IAM_Words\words\c04\c04-028\c04-028-06-05.png,rescue
Datasets\IAM_Words\words\d04\d04-012\d04-012-01-02.png,(
Datasets\IAM_Words\words\c02\c02-078\c02-078-09-01.png,spends
Datasets\IAM_Words\words\d04\d04-021\d04-021-00-00.png,The
Datasets\IAM_Words\words\a01\a01-068u\a01-068u-06-02.png,attempts
Datasets\IAM_Words\words\a03\a03-017\a03-017-02-01.png,Phnom
Datasets\IAM_Words\words\c03\c03-096d\c03-096d-04-03.png,he
Datasets\IAM_Words\words\a02\a02-046\a02-046-02-08.png,the
Datasets\IAM_Words\words\d04\d04-008\d04-008-01-04.png,only
Datasets\IAM_Words\words\c03\c03-003c\c03-003c-01-03.png,terms
Datasets\IAM_Words\words\c06\c06-080\c06-080-01-01.png,friend
Datasets\IAM_Words\words\e04\e04-109\e04-109-04-06.png,a
Datasets\IAM_Words\words\c02\c02-003\c02-003-02-06.png,the
Datasets\IAM_Words\words\e01\e01-018\e01-018-02-06.png,round
Datasets\IAM_Words\words\b04\b04-154\b04-154-07-03.png,?
Datasets\IAM_Words\words\a06\a06-039\a06-039-02-02.png,sight
Datasets\IAM_Words\words\e02\e02-074\e02-074-04-05.png,items
Datasets\IAM_Words\words\a02\a02-046\a02-046-02-05.png,Stores
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-00-01.png,they
Datasets\IAM_Words\words\e01\e01-081\e01-081-04-07.png,the
Datasets\IAM_Words\words\a01\a01-117\a01-117-03-02.png,fallen
Datasets\IAM_Words\words\d01\d01-056\d01-056-00-03.png,one
Datasets\IAM_Words\words\c03\c03-087d\c03-087d-08-04.png,Ferris
Datasets\IAM_Words\words\b03\b03-098\b03-098-04-03.png,.
Datasets\IAM_Words\words\e04\e04-083\e04-083-01-00.png,correspond
Datasets\IAM_Words\words\a05\a05-089\a05-089-00-00.png,The
Datasets\IAM_Words\words\e02\e02-000\e02-000-06-03.png,solid
Datasets\IAM_Words\words\a03\a03-009\a03-009-06-05.png,idea
Datasets\IAM_Words\words\a06\a06-114\a06-114-07-02.png,eve
Datasets\IAM_Words\words\d06\d06-104\d06-104-03-07.png,following
Datasets\IAM_Words\words\b04\b04-060\b04-060-02-00.png,for
Datasets\IAM_Words\words\e04\e04-079\e04-079-02-00.png,detailed
Datasets\IAM_Words\words\a04\a04-054\a04-054-03-07.png,for
Datasets\IAM_Words\words\a02\a02-027\a02-027-06-01.png,made
Datasets\IAM_Words\words\b06\b06-023\b06-023-00-03.png,a
Datasets\IAM_Words\words\e04\e04-038\e04-038-04-04.png,scratched
Datasets\IAM_Words\words\b06\b06-071\b06-071-08-06.png,Labour
Datasets\IAM_Words\words\c03\c03-087c\c03-087c-05-03.png,attempt
Datasets\IAM_Words\words\b06\b06-019\b06-019-01-03.png,month
Datasets\IAM_Words\words\c06\c06-011\c06-011-02-08.png,and
Datasets\IAM_Words\words\c04\c04-004\c04-004-03-02.png,Frankie
Datasets\IAM_Words\words\a06\a06-008\a06-008-05-02.png,","
Datasets\IAM_Words\words\a01\a01-049\a01-049-02-05.png,Washington
Datasets\IAM_Words\words\e01\e01-107\e01-107-04-00.png,correct
Datasets\IAM_Words\words\a02\a02-106\a02-106-08-05.png,a
Datasets\IAM_Words\words\e01\e01-032\e01-032-00-04.png,and
Datasets\IAM_Words\words\a05\a05-058\a05-058-03-06.png,","
Datasets\IAM_Words\words\b01\b01-057\b01-057-00-05.png,nine
Datasets\IAM_Words\words\c02\c02-035\c02-035-05-03.png,his
Datasets\IAM_Words\words\d06\d06-011\d06-011-03-05.png,.
Datasets\IAM_Words\words\d03\d03-117\d03-117-07-00.png,in
Datasets\IAM_Words\words\e06\e06-049\e06-049-01-06.png,-
Datasets\IAM_Words\words\b04\b04-060\b04-060-03-01.png,British
Datasets\IAM_Words\words\a05\a05-039\a05-039-05-00.png,general
Datasets\IAM_Words\words\a02\a02-090\a02-090-01-06.png,have
Datasets\IAM_Words\words\d04\d04-032\d04-032-07-00.png,language
Datasets\IAM_Words\words\a06\a06-114\a06-114-00-05.png,Market
Datasets\IAM_Words\words\b01\b01-044\b01-044-02-06.png,has
Datasets\IAM_Words\words\c03\c03-096b\c03-096b-02-09.png,action
Datasets\IAM_Words\words\d07\d07-100\d07-100-05-04.png,had
Datasets\IAM_Words\words\b04\b04-116\b04-116-05-01.png,the
Datasets\IAM_Words\words\e01\e01-025\e01-025-06-01.png,craft
Datasets\IAM_Words\words\b05\b05-079\b05-079-03-06.png,""""
Datasets\IAM_Words\words\c03\c03-000e\c03-000e-03-02.png,by
Datasets\IAM_Words\words\c06\c06-027\c06-027-03-02.png,I
Datasets\IAM_Words\words\b01\b01-038\b01-038-09-05.png,while
Datasets\IAM_Words\words\d06\d06-060\d06-060-04-06.png,nevertheless
Datasets\IAM_Words\words\e07\e07-012\e07-012-00-00.png,From
Datasets\IAM_Words\words\a05\a05-009\a05-009-04-04.png,Details
Datasets\IAM_Words\words\c04\c04-075\c04-075-05-11.png,at
Datasets\IAM_Words\words\d04\d04-086\d04-086-02-10.png,of
Datasets\IAM_Words\words\b05\b05-045\b05-045-07-02.png,","
Datasets\IAM_Words\words\e04\e04-000\e04-000-02-02.png,","
Datasets\IAM_Words\words\c03\c03-084e\c03-084e-05-10.png,on
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-04-05.png,opposed
Datasets\IAM_Words\words\b01\b01-057\b01-057-00-07.png,paid
Datasets\IAM_Words\words\a03\a03-040\a03-040-02-04.png,power
Datasets\IAM_Words\words\e04\e04-015\e04-015-06-00.png,shows
Datasets\IAM_Words\words\e06\e06-033\e06-033-02-03.png,""""
Datasets\IAM_Words\words\a06\a06-004\a06-004-05-04.png,selling
Datasets\IAM_Words\words\e01\e01-086\e01-086-02-06.png,stitch
Datasets\IAM_Words\words\c06\c06-116\c06-116-06-05.png,me
Datasets\IAM_Words\words\a06\a06-095\a06-095-05-04.png,The
Datasets\IAM_Words\words\a01\a01-030x\a01-030x-08-04.png,the
Datasets\IAM_Words\words\e04\e04-038\e04-038-02-01.png,cover
Datasets\IAM_Words\words\b01\b01-079\b01-079-09-04.png,it
